NO,TITLE,REFRENCE NO. ,DATE,URL LINK,Keyword/s,Category,Responsible Office
1197,LO-030S2007,LO-030S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO030S2007.pdf,LO-030S2007,,
1196,LO-031S2008,LO-031S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO031S2008.pdf,LO-031S2008,,
1195,LO-044S2008,LO-044S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO044S2008.pdf,LO-044S2008,,
1194,LO-047S2008,LO-047S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO047S2008.pdf,LO-047S2008,,
1193,LO-049S2008,LO-049S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO049S2008.pdf,LO-049S2008,,
1192,LO-057S2008,LO-057S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO057S2008.pdf,LO-057S2008,,
1191,LO-054S2005,LO-054S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO054S2005.pdf,LO-054S2005,,
1190,LO-047S2005,LO-047S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO047S2005.pdf,LO-047S2005,,
1189,LO-032S2006,LO-032S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO032S2006.pdf,LO-032S2006,,
1188,LO-020S2006,LO-020S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO020S2006.pdf,LO-020S2006,,
1187,LO-016S2006,LO-016S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO016S2006.pdf,LO-016S2006,,
1186,LO-009S2006,LO-009S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO009S2006.pdf,LO-009S2006,,
1185,LO-017S2007,LO-017S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO017S2007.pdf,LO-017S2007,,
1184,LO-009S2007,LO-009S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO009S2007.pdf,LO-009S2007,,
1183,LO-015S2007,LO-015S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO015S2007.pdf,LO-015S2007,,
1182,LO-080S2007,LO-080S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO080S2007.pdf,LO-080S2007,,
1181,LO-094S2007,LO-094S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO094S2007.pdf,LO-094S2007,,
1180,LO-007S2009,LO-007S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO007S2009.pdf,LO-007S2009,,
1179,LO-017S2005,LO-017S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO017S2005.pdf,LO-017S2005,,
1178,LO-109S2007,LO-109S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO109S2007.pdf,LO-109S2007,,
1177,LO-012S2008,LO-012S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO012S2008.pdf,LO-012S2008,,
1176,LO-028S2007,LO-028S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO028S2007.pdf,LO-028S2007,,
1175,LO-046S2007,LO-046S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO046S2007.pdf,LO-046S2007,,
1174,LO-052S2007,LO-052S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO052S2007.pdf,LO-052S2007,,
1173,LO-054S2007,LO-054S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO054S2007.pdf,LO-054S2007,,
1172,LO-082S2007,LO-082S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO082S2007.pdf,LO-082S2007,,
1171,LO-090S2007,LO-090S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO090S2007.pdf,LO-090S2007,,
1170,LO-001S2007,LO-001S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO001S2007.pdf,LO-001S2007,,
1169,LO-003S2007,LO-003S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO003S2007.pdf,LO-003S2007,,
1168,LO-003S2008,LO-003S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO003S2008.pdf,LO-003S2008,,
1167,LO-011S2008,LO-011S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO011S2008.pdf,LO-011S2008,,
1166,LO-020S2007,LO-020S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO020S2007.pdf,LO-020S2007,,
1165,LO-020S2008,LO-020S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO020S2008.pdf,LO-020S2008,,
1164,LO-033S2008,LO-033S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO033S2008.pdf,LO-033S2008,,
1163,LO-036S2007,LO-036S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO036S2007.pdf,LO-036S2007,,
1162,LO-050S2007,LO-050S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO050S2007.pdf,LO-050S2007,,
1161,LO-053S2007,LO-053S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO053S2007.pdf,LO-053S2007,,
1160,LO-056S2008,LO-056S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO056S2008.pdf,LO-056S2008,,
1159,LO-066S2007,LO-066S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO066S2007.pdf,LO-066S2007,,
1158,LO-077S2007,LO-077S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO077S2007.pdf,LO-077S2007,,
1157,LO-025S2009,LO-025S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO025S2009.pdf,LO-025S2009,,
1156,LO-022S2009,LO-022S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO022S2009.pdf,LO-022S2009,,
1155,LO-020S2009,LO-020S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO020S2009.pdf,LO-020S2009,,
1154,LO-008S2009,LO-008S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO008S2009.pdf,LO-008S2009,,
1153,LO-004S2009,LO-004S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO004S2009.pdf,LO-004S2009,,
1152,LO-001S2009,LO-001S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO001S2009.pdf,LO-001S2009,,
1151,LO-033S2005,LO-033S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO033S2005.pdf,LO-033S2005,,
1150,LO-032S2005,LO-032S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO032S2005.pdf,LO-032S2005,,
1149,LO-025S2005,LO-025S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO025S2005.pdf,LO-025S2005,,
1148,LO-023S2005,LO-023S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO023S2005.pdf,LO-023S2005,,
1147,LO-011S2005,LO-011S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO011S2005.pdf,LO-011S2005,,
1146,LO-008S2005,LO-008S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO008S2005.pdf,LO-008S2005,,
1145,LO-048S2006,LO-048S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO048S2006.pdf,LO-048S2006,,
1144,LO-044S2006,LO-044S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO044S2006.pdf,LO-044S2006,,
1143,LO-040S2006,LO-040S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO040S2006.pdf,LO-040S2006,,
1142,LO-031S2006,LO-031S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO031S2006.pdf,LO-031S2006,,
1141,LO-029S2006,LO-029S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO029S2006.pdf,LO-029S2006,,
1140,LO-008S2006,LO-008S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO008S2006.pdf,LO-008S2006,,
1139,LO-111S2007,LO-111S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO111S2007.pdf,LO-111S2007,,
1138,LO-022S2007,LO-022S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO022S2007.pdf,LO-022S2007,,
1137,LO-057S2005,LO-057S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO057S2005.pdf,LO-057S2005,,
1136,LO-055S2007,LO-055S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO055S2007.pdf,LO-055S2007,,
1135,LO-063S2007,LO-063S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO063S2007.pdf,LO-063S2007,,
1134,LO-101S2007,LO-101S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO101S2007.pdf,LO-101S2007,,
1133,LO-035S2008,LO-035S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO035S2008.pdf,LO-035S2008,,
1132,LO-056S2007,LO-056S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO056S2007.pdf,LO-056S2007,,
1131,LO-058S2007,LO-058S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO058S2007.pdf,LO-058S2007,,
1130,LO-062S2007,LO-062S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO062S2007.pdf,LO-062S2007,,
1129,LO-049S2005,LO-049S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO049S2005.pdf,LO-049S2005,,
1128,LO-013S2005,LO-013S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO013S2005.pdf,LO-013S2005,,
1127,LO-055S2008,LO-055S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO055S2008.pdf,LO-055S2008,,
1126,LO-001S2009,LO-001S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO001S2009.pdf,LO-001S2009,,
1125,LO-016S2007,LO-016S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO016S2007.pdf,LO-016S2007,,
1124,LO-105S2007,LO-105S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO105S2007.pdf,LO-105S2007,,
1123,LO-039S2008,LO-039S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO039S2008.pdf,LO-039S2008,,
1122,LO-004S2008,LO-004S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO004S2008.pdf,LO-004S2008,,
1121,LO-007S2008,LO-007S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO007S2008.pdf,LO-007S2008,,
1120,LO-016S2008,LO-016S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO016S2008.pdf,LO-016S2008,,
1119,LO-024S2008,LO-024S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO024S2008.pdf,LO-024S2008,,
1118,LO-037S2007,LO-037S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO037S2007.pdf,LO-037S2007,,
1117,LO-052S2005,LO-052S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO052S2005.pdf,LO-052S2005,,
1116,LO-042S2006,LO-042S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO042S2006.pdf,LO-042S2006,,
1115,LO-002S2008,LO-002S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO002S2008.pdf,LO-002S2008,,
1114,LO-013S2008,LO-013S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO013S2008.pdf,LO-013S2008,,
1113,LO-021S2008,LO-021S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO021S2008.pdf,LO-021S2008,,
1112,LO-048S2008,LO-048S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO048S2008.pdf,LO-048S2008,,
1111,LO-051S2008,LO-051S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO051S2008.pdf,LO-051S2008,,
1110,LO-078S2007,LO-078S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO078S2007.pdf,LO-078S2007,,
1109,LO-081S2007,LO-081S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO081S2007.pdf,LO-081S2007,,
1108,LO-085S2007,LO-085S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO085S2007.pdf,LO-085S2007,,
1107,LO-086S2007,LO-086S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO086S2007.pdf,LO-086S2007,,
1106,LO-088S2007,LO-088S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO088S2007.pdf,LO-088S2007,,
1105,LO-089S2007,LO-089S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO089S2007.pdf,LO-089S2007,,
1104,LO-091S2007,LO-091S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO091S2007.pdf,LO-091S2007,,
1103,LO-092S2007,LO-092S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO092S2007.pdf,LO-092S2007,,
1102,LO-098S2007,LO-098S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO098S2007.pdf,LO-098S2007,,
1101,LO-023S2009,LO-023S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO023S2009.pdf,LO-023S2009,,
1100,LO-010S2007,LO-010S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO010S2007.pdf,LO-010S2007,,
1099,LO-019S2008,LO-019S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO019S2008.pdf,LO-019S2008,,
1098,LO-023S2008,LO-023S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO023S2008.pdf,LO-023S2008,,
1097,LO-025S2008,LO-025S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO025S2008.pdf,LO-025S2008,,
1096,LO-027S2007,LO-027S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO027S2007.pdf,LO-027S2007,,
1095,LO-028S2008,LO-028S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO028S2008.pdf,LO-028S2008,,
1094,LO-031S2007,LO-031S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO031S2007.pdf,LO-031S2007,,
1093,LO-032S2008,LO-032S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO032S2008.pdf,LO-032S2008,,
1092,LO-036S2008,LO-036S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO036S2008.pdf,LO-036S2008,,
1091,LO-038S2008,LO-038S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO038S2008.pdf,LO-038S2008,,
1090,LO-043S2007,LO-043S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO043S2007.pdf,LO-043S2007,,
1089,LO-044S2007,LO-044S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO044S2007.pdf,LO-044S2007,,
1088,LO-045S2007,LO-045S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO045S2007.pdf,LO-045S2007,,
1087,LO-047S2007,LO-047S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO044S2007.pdf,LO-047S2007,,
1086,LO-070S2007,LO-070S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO070S2007.pdf,LO-070S2007,,
1085,LO-014S2009,LO-014S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO014S2009.pdf,LO-014S2009,,
1084,LO-044S2005,LO-044S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO044S2005.pdf,LO-044S2005,,
1083,LO-029S2005,LO-029S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO029S2005.pdf,LO-029S2005,,
1082,LO-012S2005,LO-012S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO012S2005.pdf,LO-012S2005,,
1081,LO-043S2006,LO-043S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO043S2006.pdf,LO-043S2006,,
1080,LO-040S2006,LO-040S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO040S2006.pdf,LO-040S2006,,
1079,LO-007S2006,LO-007S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO007S2006.pdf,LO-007S2006,,
1078,LO-005S2006,LO-005S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO005S2006.pdf,LO-005S2006,,
1077,LO-001S2007,LO-001S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO001S2007.pdf,LO-001S2007,,
1076,LO-015S2008,LO-015S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO015S2008.pdf,LO-015S2008,,
1075,LO-029S2007,LO-029S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO029S2007.pdf,LO-029S2007,,
1074,LO-052S2007,LO-052S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO052S2007.pdf,LO-052S2007,,
1073,LO-054S2007,LO-054S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO054S2007.pdf,LO-054S2007,,
1072,LO-087S2007,LO-087S2007,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO087S2007.pdf,LO-087S2007,,
1071,LO-027S2009,LO-027S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO027S2009.pdf,LO-027S2009,,
1070,LO-021S2009,LO-021S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO021S2009.pdf,LO-021S2009,,
1069,LO-019S2009,LO-019S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO019S2009.pdf,LO-019S2009,,
1068,LO-015S2009,LO-015S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO015S2009.pdf,LO-015S2009,,
1067,LO-012S2009,LO-012S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO012S2009.pdf,LO-012S2009,,
1066,LO-006S2009,LO-006S2009,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO006S2009.pdf,LO-006S2009,,
1065,LO-055S2005,LO-055S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO055S2005.pdf,LO-055S2005,,
1064,LO-030S2005,LO-030S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO030S2005.pdf,LO-030S2005,,
1063,LO-022S2005,LO-022S2005,01/01/2009,https://dilg.gov.ph/legal-opinions/LO-022S2005/289,LO-022S2005,,
1062,LO-021S2005,LO-021S2005,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO021S2005.pdf,LO-021S2005,,
1061,LO-006S2005,LO-006S2005,01/01/2009,https://dilg.gov.ph/legal-opinions/LO-006S2005/291,LO-006S2005,,
1060,LO-037S2006,LO-037S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO037S2006.pdf,LO-037S2006,,
1059,LO-022S2006,LO-037S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO037S2006.pdf,LO-022S2006,,
1058,LO-002S2008,LO-002S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO002S2008.pdf,LO-002S2008,,
1057,LO-034S2008,LO-034S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO034S2008.pdf,LO-034S2008,,
1056,LO-040S2008,LO-040S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO040S2008.pdf,LO-040S2008,,
1055,LO-045S2008,LO-045S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO045S2008.pdf,LO-045S2008,,
1054,LO-058S2008,LO-058S2008,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO058S2008.pdf,LO-058S2008,,
1053,LO-047S2006,LO-047S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO047S2006.pdf,LO-047S2006,,
1052,LO-027S2006,LO-027S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO027S2006.pdf,LO-027S2006,,
1051,LO-026S2006,LO-026S2006,01/01/2009,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/LO026S2006.pdf,LO-026S2006,,
1050,Entitlement of honorarium during detainment,LO-081S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-ed3d26e09e.pdf,Entitlement of honorarium,,
1049,Introduction of changes in projects/programs/activities and budgetary,LO-082S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-e9ff84e79c.pdf,changes in projects/programs/activities ,,
1048,Issuance of Barangay Clearance and Mayor's,LO-083S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-325e582e2e.pdf,Barangay Clearance and Mayor's,,
1047,Certification of an Ordinance providing for a supplemental budget of a province,LO-084S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-1ee47caed6.pdf,Certification of an Ordinance,,
1046,Passage of an Ordinance providing for a supplemental budget of a province,LO-085S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-7426f79c9a.pdf,Passage of an Ordinance,,
1045,Inaction of Mayor to recommendee of Sanggunian Barangay on vacated position,LO-086S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-aeb0bf556a.pdf,Inaction of Mayor,,
1044,Signing Authority of Provincial Vice Governor,LO-087S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-9f7ab8d28c.pdf,Signing Authority ,,
1043,Exercise of profession of Barangay Offiial and double compensation,LO-088S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-ea39d7b422.pdf,Exercise of profession,,
1042,Inability of the regular presiding officer to preside at aa sangguniang session,LO-089S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-ea39d7b422.pdf,Inability of the regular presiding officer ,,
1041,Question of Ownership and Liability of a BAC,LO-090S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-e893212583.pdf,Question of Ownership,,
1040,Posting of Fidelity Bonds by Punong Barangays,LO-091S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-0f79dacaa3.pdf,Fidelity Bonds,,
1039,Issuance of Travel Order/Processing of travelling expenses,LO-092S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-719ebd8cf4.pdf,Travel Order/Processing,,
1038,Appointment of Municipal Social Welfare Development Officer as mandatory,LO-093S2010,01/03/2011,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-201131-28a7bd02b8.pdf, Municipal Social Welfare Development Officer,,
