NO,TITLE,REFERENCE NUMBER,RESPONSIBLE OFFICE ,DATE ,URL,KEY WORD/S
545,Immediate Submission of the List of Waitlisted / Left-Out Families to the DSWD Field Offices in the Respective Areas of Jurisdiction,MC No 2020-086,"All Local Chief Executives, DILG Regional and Provincial Directors, BARMM Minister of Local Government, and City / Municipal Local Government Operations Officer",21/05/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020521_5b18ef5b16.pdf,Immediate Submission
544,"Duties and Responsibilities of Local Government Officials, DILG Regional Directors and Field Officers, Philippine National Police, and others concerned on the Management of returning Overseas Filipinos and Locally Stranded Individuals",MC No 2020-087,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors and Field Officers, BARMM Minister of Local Government, and others concerned",21/05/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020521_a38badf755.pdf,Duties and Responsibilities
543,Provision of Assistance to the Relocated Informal Settler Families (ISFs) in Resettlement Communities in Response to the Coronavirus Disease 2019 (COVID-19)Emergency,MC No 2020-090,"All Provincial Governors, City and Municipal Mayors, DILG Regional Directors, BARMM Minister of Local Government , Punong Barangays, and all other concerned individuals",01/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202061_3af7e12ed9.pdf,Provision of Assistance
542,"Dissemination of RA 11468 "" An Act Designating the Third Sunday of November every year as the National Day of Remembrance for Road Crash Victims, Survivors and their Families"".",MC No 2020-091,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, Heads of Local Sanggunians, and all concerned",09/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202069_18c6d8627e.pdf,RA 11468
541,Guidelines for Local Government Units in the Implementation of the Social Amelioration Program for the Second (2nd) Tranche,MC No 2020-092,"All Provincial Governors, City and Municipal Mayors, Heads of Local Sanggunians, punong Barangays, DILG Regional Directors, BARMM Minister for Local Government, and all others concerned",17/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020617_4530061a56.pdf,Guidelines for Local
540,"Assistance for the Implementation of the Nationwide Fiber Optic Cable Network Project ( "" The PROJECT"" )",MC No 2020-093,"All Provincial Governors, City Mayors, Municipal Mayors; Presiding Officers of the Sangguniang Panlalawigan, Sangguniang Panglungsod and Sangguniang Bayan; Punong Barangays; Chief Minister and Minister of Bureau of Fire Protection, and all other concerned",17/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020617_e7eb2b08da.pdf,Assistance for the Implementation
539,"Policy Guidelines and Procedures in the Impelementation of the Conditional Matching Grant to Provinces (CMGP) for Road and Bridge Rehabilitation, Upgrading and Improvement-Local Government Support Fund to Provinces for FY 2020",MC No 2020-094,"Provincial Governors, Members of the Sangguniang Panlalawigan, Local Road Management Team of Provincial Local Government Units and Directors of the DILG Central and Regional / Field Offices and all others concerned",19/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020619_afb1053139.pdf,Policy Guidelines and Procedures
538,Policy Guidelines and Procedures in the Implementation of the FY 2020 Local Government Support Fund-Provision of Potable Water Supply (LGSF-SALINTUBIG) Program,MC No 2020-089,"Municipal Mayors, Members of the Sangguniang Bayan, Members of the Municipal Local Finance Committees and Directors of the Central and Regional / Field Offices and others concerned",19/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020619_f2a2520308.pdf,Policy Guidelines and Procedures
537,Policy Guidelines and Procedures in the implementation of the FY 2020 Local Government Support Fund-Assistance to the Municipalities (LGSF-AM) Program,2020-088,,19/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020619_76f37b55f0.pdf,Policy Guidelines and Procedures
536,Remedial Measures on the Localization of Executive Order No. 70 and all DILG Peace Building Initiatives,MC No 2020-095,"All Provincial Governors, City Mayors, Municipal Mayors, Local Chief Executive of Barangays and all DILG Undersecretaries, Assistant Secretaries, Regional Directors, City / Municipal Local Government Operations Officers, Chiefs of all DILG Attached Agencies and all others concerned",22/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020622_585fe404ed.pdf,Remedial Measures
535,Support to Oplan Balik Eskwela (OBE) 2020,MC No 2020-096,"All Provincial Governors, City / Municipal Mayors, Punong Barangays, DILG Regional Directors, BARMM Minister of Local Government, and others concerned",26/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020626_8254375e4d.pdf,Support to Oplan Balik Eskwela (OBE) 2020
534,Imposition of Reasonable Fees and Charges on issuing Medical Certificates and other services consistent with DILG-DOF Joint Memorandum Circular No. 2019-01 on Rationalization of LGU Fees and Charges,MC No 2020-097,"All Provincial Governors, City / Municipal Mayors, Punong Barangays, Provincial / City Municipal Sanggunian, DILG Regional Directors, The BARMM Minister for Local Government, and all others concerned",26/06/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020626_c56c4ed1b2.pdf,Imposition of Reasonable Fees
533,Guidance on the Conduct of On-Site Monitoring for OPDS-Administered Locally-Funded Projects under the New Normal,MC No 2020-098,"All DILG Regional Directors, Provincial Directors, Field Officers, and others concerned",07/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020710_9cca9a8a07.pdf,Guidance on the Conduct
532,2020 PHILSYS Registration Operations,MC No 2020-099,"All Provincial Governors, City Mayors, Municipal Mayors, Punong Barangays, Vice Governors, Vice Mayors, Punong Barangay, Presiding Officers of the Sanggunian, BARMM Chief Minister, BARMM Minister of Local Government, Regional Directors, and all others concerned",16/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020716_453bd9b70f.pdf,2020 PHILSYS Registration Operations
531,Guidelines for the Establishment of a Network of Cycling Lanes and Walking Paths to Support People's Mobility,MC No 2020-100,"All Provincial Governors, City Mayors, Municipal Mayors, Heads of Local Sanggunians, Punong Barangays, Chief, Philippine National Police, DILG Regional Directors, The BARMM Minister of Local Government, and all others concerned",17/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020717_135380307e.pdf,Guidelines for the
530,"Guidelines in the Stricter Conduct of Home Quarantine for Mild and Asymptomatic COVID-19 Patients and the Impelementation of ""OPLAN KALINGA""",MC No 2020-101,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors and all concerned",20/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020720_128db3267b.pdf,Guidelines in the Stricter
529,Reminder on the Payment and Remittance of Annual Membership Dues by concerned Punong Barangays and Chapter President of the Liga ng mga Barangay at all Levels,MC No 2020-102,"All DILG Regional Directors, BARMM Minister of Local Government, Punong Barangays, Officers of the National Liga ng mga Barangay, Liga ng mga Barangay Chapter Presidents at all Levels, and all others concerned",20/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020720_b3c6601834.pdf,Reminder on the
528,Observance of the 2020 World Day Against Trafficking in Persons (WDAT),MC No 2020-103,"All Provincial Governors, City Mayors, Municipal Mayors, Punong Barangays, DILG Regional Directors, BARMM Minister for Local Governmen, and all others concerned",22/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020722_60b9c7f418.pdf,(WDAT)
527,"Advisory for the Posting of the 100 Millionth Symbolic Babies related Photos, Banners and Social Media Cards",MC No 2020-104,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional / Provincial / City Directors, DILG BARMM Chief Minister, Cluster Leaders, C / MLGOOs and all others concerned",23/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020723_d182341bcc.pdf,Advisory for the
526,Adoption of the use of the Gender and Development Plan and Budget Monitoring System (GAD-PBMS),MC No 2020-105,"All DILG Regional Provincial, City Directors, Cluster Leaders, CLGOOs / MLGOOs, Bangsamoro Autonomous Region in Muslim Mindanao (BARMM) Chief Minister, and Local Government Units (Provinces, Cities and Municipalities )nationwide",23/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020723_9314a05572.pdf,Adoption of the
525,Attendance to the Katarungang Pambarangay (KP) Online Trainings,MC No 2020-106,"All City and Municipal Mayors, Punong Barangays,Sangguniang Barangay Members, Barangay Secretary, Members of the Lupong Tagapamayapa, Chief Executive Officers, VAW Desk Officers, Liga ng mga Barangay Chapter Presidents, DILG Regional, Provincial and City Directors, City and Municipal Local Government Operations Officers, BARMM Minister of Local Government, The National Police Commission, Philippine National Police, and all others concerned",24/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020724_413b33c4cf.pdf,Attendance to the
524,Health and Safety Protocols for the Conduct of Film and Audiovisual Production Shoots and Audiovisual Activities Amid the COVID-19 Pandemic,MC No 2020-107,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, BARMM Minister of Local Government, and DILG Regional Directors",30/07/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020730_cb081acfa6.pdf,Health and Safety Protocols
523,2020 International Youth Fellowship Online World Camp,MC No. 2020-108,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, The BARMM Chief Minister, The BARMM Minister of Local Government, DILG Regional Directors and Field Officers, Sangguniang Kabataan Federation Officers and Members, Local Youth Development Council Officers and Members and others concerned",03/08/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202083_0274da0690.pdf,2020 International Youth
522,2020 Observance of the Family Planning Month,MC No 2020-109,"All Provincial Governors, BARMM Chief Minister, City / Municipal Mayors, Punong Barangays, DILG Regional Directors, BARMM Minister of Local Government, Field Officers and all others concerned",15/08/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020815_f6cfb83d0d.pdf,2020 Observance of the Family Planning Month
521,Rule on the Mobility of Older Persons in Quarantine Situations as prescribed by the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF-EID) and the Role of the Office for Senior Citizens Affairs (OSCA) in these situations,MC No 2020-110,"All Provincial Governors, City and Municipal Mayors, Heads of Local Sanggunians, Punong Barangays, DILG Regional Directors, BARMM Minister of Local Government and others concerned",18/08/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020818_7c9bb499da.pdf,Rule on the Mobility
520,Attendance to the Launching of the Local Council for the Protection of Children (LCPC) Consortium Facebook Page and Group and the Webinar on Child Friendly Local Governance in the New Normal,MC No 2020-111,"All City Mayors, Municipal Mayors, DILG Regional Directors, BARMM Minister for Local Government, and all others concerned",18/08/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020818_201914be59.pdf,Attendance to the
519,Guidelines on the Manila Bayani Awards and Incentives,MC No 2020-112,"All Provincial Governors, City Mayors, Municipal Mayors, Heads of Local Sanggunians, Punong Barangays, Chief Philippine National Police, DILG Regional Directors, The BARMM Minister of Local Government, and all others concerned",27/08/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020827_067ba3def3.pdf,Guidelines on the
518,"Submission of SK, LYDO and LYDC Data Updates for the Year 2020",MC No 2020-113,"All Provincial Governors, City and Municipal Mayors, Local Youth Development Officers (LYDOs), Local Youth Development Councils (LYDCs), Presidents of the Panlalawigan, Panlungsod and Pambayan na Pederasyon ng mga Sangguniang Kabataan (SK), DILG Regional Directors and Field Officers, BARMM Minister of Local Government, and others concerned",27/08/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020831_d30d1fd345.pdf,Submission of SK
517,Celebration of the 18th Development Policy Research Month (DPRM),MC No 2020-114,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors and BARMM Chief Minister, and all others concerned",28/08/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020828_6860e93a88.pdf,Celebration of the 18th
516,"Invitation to the Series of Webinars on ""Accelerating Growth and Advancement of Local Government Units (ANGAT LGUS) """,MC No 2020-115,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors, BARMM Minister of Local Government, Private Sectors, and all others concerned",28/08/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020828_ac6bcb9571.pdf,Invitation to the Series
515,"Refocusing the Disiplina Muna National Advocacy Campaign Towards Defeating the COVID-19 Pandemic through the ""BIDA ANG MAY DISIPLINA: SOLUSYON SA COVID-19"" Program",MC No 2020-116,"All Provincial Governors, City / Municipal Mayors, Punong Barangays, DILG Regional / Provincial / City Directors, BARMM Minister for Local Government Operations Officers, Heads of all DILG Attached Agencies, PNP / BFP / BJMP Regional and Provincial Directors, all others concerned",01/09/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202091_593a17ef11.pdf,Refocusing the Disiplina
